ID,Name,Description,URL,Created,Vendor,Types,"Access Modes","Alt. Names / Keywords","Use Proxy","Friendly URL",Subjects,"More Info","Librarian Review","Map Ct",New,Trial,Featured,"Permitted Uses",Hidden,"Internal Note",Owner,"Landing Page"
1589513,"Theatre in Video","Theatre in Video contains more than 250 definitive performances of the world's leading plays, together with more than 100 film documentaries.",https://search.alexanderstreet.com/ativ,"2014-06-09 11:55:36 PM","Alexander Street Press","Multimedia;Primary sources;Streaming Video",,,Yes,,"English Language & Literature, Music, Theatre & Dance",,,17,No,No,No,,No,TRP,"LibApps, Asset Manager",OFF
59139493,"Theology and Religion Online: Library of Catholic Thought","Library of Catholic Thought: Contains major reference works, primary texts, and monographs. Includes the New Jerome Biblical Commentary: Second Revised Edition.",https://www.theologyandreligiononline.com/library-of-catholic-thought,"2020-12-18 04:57:07 PM",Bloomsbury,,,,Yes,,Theology,,,3,No,No,No,,No,THP,"Moran, Jennifer",OFF
59139409,"Theology and Religion Online: T & T Clark Jesus Library","T & T Clark Jesus Library: Contains reference works, monographs, articles, images, and audio files on a variety of topics, including: the historical Jesus, Jesus and film, and early Christology. Includes primary texts, peer-reviewed secondary literature, podcasts, and lesson plans and bibliographic guides to use in teaching.",https://www.theologyandreligiononline.com/tt-clark-jesus-library,"2020-12-18 04:52:14 PM",Bloomsbury,,,,Yes,,Theology,,,2,No,No,No,,No,THP,"Moran, Jennifer",OFF
59139371,"Theology and Religion Online: T & T Clark Theology Library","T& T Clark Theology Library: Contains reference works, primary texts by major theologians, articles, and an interactive timeline. Primary texts are from scholars from the 20th century, and cover a wide range of doctrines, including the Trinity, atonement, creation, and pneumatology.",https://www.theologyandreligiononline.com/tt-clark-theology-library,"2020-12-18 04:50:53 PM",Bloomsbury,,,,Yes,,Theology,,,3,No,No,No,,No,THP,"Moran, Jennifer",OFF
5075919,"Thesaurus Linguae Graecae","The major resource for searching and analyzing Greek texts of the classical, patristic, and medieval eras, searchable title include Septuaginta (A. Rahlfs, 9th edn. Stuttgart: Wrttemberg Bible Society, 1935) and Novum Testamentum (K. Aland, M. Black, C.M. Martini, B.M. Metzger, and A. Wikgren, The Greek New Testament, 2nd edn. Stuttgart: Wrttemberg Bible Society, 1968). Access Requirements: You must create a personal account using your BC email address.",https://stephanus.tlg.uci.edu/Iris/inst/csearch.jsp,"2014-09-17 01:04:20 PM",,"Primary sources;Thesauri",,TLG,Yes,,"Classical Studies, Philosophy, Theology",,,9,No,No,No,,No,CLP,"eResources account, Library",OFF
46314513,"Thesaurus Linguae Latinae","The Thesaurus Linguae Latinae is the largest Latin dictionary in the world, covers all the Latin texts from the classical period up to about 600 A.D. Academies and scholarly societies from 23 countries support the work of the Bayerische Akademie in creating and maintaining it. The database contains all content available in the print edition.",https://www.degruyter.com/db/tll,"2019-01-09 04:32:55 PM",DeGruyter,"E-book/Text collections",,,Yes,,"Classical Studies, History, Philosophy, Theology",,,6,No,No,No,,No,THP,"Strauber, Chris",OFF
5087979,"Thomson Reuters Institutional (13f) Holdings via WRDS","WRDS password required. BC Faculty, PhD and Masters level students may set up accounts directly from the WRDS web site. Faculty may set up class accounts by selecting class for type of account. All other students should email wrdsreps@bc.edu for information about setting up an account.The Institutional Managers (13f) Holdings Common Stock Holdings and Transactions includes data such as shares held, shares price and shares outstanding.",https://wrds-www.wharton.upenn.edu/,"2014-09-18 11:50:53 AM",,,,,No,,"Business, Data Services, Economics",,,1,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
54216591,"Thomson Reuters Lipper Hedge Fund (formerly TASS)","WRDS password required. BC Faculty, PhD and Masters level students may set up accounts directly from the WRDS web site. Faculty may set up class accounts by selecting class for type of account. All other students should email wrdsreps@bc.edu for information about setting up an account.    Lipper data includes mutual funds, closed-end funds, ETFs, hedge funds, retirement/pension funds and insurance products.",https://wrds-www.wharton.upenn.edu/,"2020-04-27 02:28:19 PM",WRDS,,,,No,,"Business, Economics",,,0,No,No,No,,Yes,"MGP CSOM","Williams, Adam",OFF
5087981,"Thomson Reuters Mutual Funds via WRDS","WRDS password required. BC Faculty, PhD and Masters level students may set up accounts directly from the WRDS web site. Faculty may set up class accounts by selecting class for type of account. All other students should email wrdsreps@bc.edu for information about setting up an account.This database of Mutual Fund Common Stock Holdings and Transactions includes basic fund characteristics and equity holdings (quarterly) for over 30,000 mutual funds and 165,000 portfolio snapshots from 1980 to the present. Coverage also includes over 3,000 Global funds. From WRDS select Thomson Financial.",https://wrds-www.wharton.upenn.edu/,"2014-09-18 11:50:58 AM",,,,,No,,"Business, Data Services, Economics",,,2,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589515,"Times Digital Archive (London)","1785-2009. Over 200 years of the Times of London. Searchable full text, including news articles, editorials, obituaries, and advertising.",https://go.gale.com/ps/start.do?p=TTDA&u=mlin_m_bostcoll,"2014-06-09 11:55:55 PM",Gale,"Primary sources;Historical newspapers",,,No,,History,,,38,No,No,No,,No,,"Libraries, Boston College",OFF
5088457,"Times Literary Supplement Historical Archive, 1902-2014","This resource offers a complete facsimile edition of the Times Literary Supplement, from 1902 through 2014. Searchable by author and/or contributor, title, subject, date, etc., it contains more than 250,000 reviews, letters, poems and articles in more than 5,000 issues, all available here in the context in which they were originally published. For the first time, identities of previously anonymous contributors -- reviewers, essayists, and writers of letters and poems -- are disclosed. Wherever possible, a contributor's biographical information is included, allowing scholars to get a better understanding of the reviewers.",https://go.gale.com/ps/start.do?p=TLSH&u=mlin_m_bostcoll,"2014-09-18 12:09:00 PM",Gale,"Reviews;Historical newspapers",,,No,,"English Language & Literature, Slavic and Eastern Languages and Literatures",,,6,No,No,No,,No,,"Sturgeon, Stephen",OFF
5079391,"Times of India (Historical Newspapers)","1838-2009. The most widely-circulated English-language daily in India.",https://search.proquest.com/hnptimesofindia/advanced?accountid=9673,"2014-09-17 04:07:27 PM",Proquest,"Historical newspapers",,,No,,,,,31,No,No,No,,No,HIP,"Libraries, Boston College",OFF
34566571,Toxline,"Produced by the U.S. National Library of Medicine, Toxline indexes the core journal literature in all areas of toxicology, including chemicals and pharmaceuticals, pesticides, environmental pollutants and mutagens and teratogens. 1999 - present",https://search.proquest.com/toxline/advanced?accountid=9673,"2017-08-07 11:09:01 AM",Proquest,,,,No,,Chemistry,,,3,No,No,No,,No,,"LibApps, Asset Manager",OFF
6678272,"TRAC Terrorism Research and Analysis Consortium","Terrorism  and political violence research and analysis including articles, news, group profiles and videos",https://www.trackingterrorism.org,"2014-12-02 03:01:08 PM",,News,,,Yes,,"International Studies, Islamic Civilization & Societies, Political Science & Government",,,1,No,No,No,,No,,"LibApps, Asset Manager",OFF
25362987,TradeLawGuide,"TradeLawGuide is the standard for methodical and efficient research in the area of WTO (World Trade Organization) law.  Features include &quot;noting up, (the examination of judicial treatment of legislation and cases), a crucial step in legal research.",https://www.tradelawguide.com,"2016-09-19 01:44:39 PM",,,,,Yes,,"Business, Law",,,0,No,No,No,,No,,"Williams, Adam",OFF
15175176,"Transitions Online: Regional Intelligence (TOL)","Transitions Online covers political, social, cultural, and economic issues in the former communist countries of Europe and Central Asia. The magazine has a strong network of local contributors, who provide valuable insight into events in the regions 29 countries.",https://www.tol.org,"2015-08-19 03:00:28 PM",,,,,Yes,,"International Studies, Islamic Civilization & Societies, Political Science & Government, Slavic and Eastern Languages and Literatures",,,3,No,No,No,,No,SLP,"Bogdanovsky, Nina",OFF
7898788,"Translated Texts for Historians","Sixty volume digital library of translated historical sources, spanning 300-800AD. Geographic range covering Syria, Arabia, Armenia, Georgia, Egypt, major cities of the Roman Empire, Spain, Gaul, Italy, Britain, and Ireland.",https://online.liverpooluniversitypress.co.uk/series/tthe,"2015-01-12 02:12:07 PM",,"E-book/Text collections",,,Yes,,History,,,12,No,No,No,,No,,"Lyman, Theresa",OFF
17909086,"Treatise on Geochemistry","Comprehensive reference work covering all areas of Geochemistry, from authoritative sources.",https://www.sciencedirect.com/science/referenceworks/9780080983004,"2015-12-07 10:51:59 AM",Elsevier,Reference,,,Yes,,"Earth & Environmental Sciences",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
48242857,"Treatise on Geomorphology 2nd ed. 2022","Major reference and background work for the broader area of Geomorphology, with  topics including remote sensing, GIS, tectonics, glacial, river, and coastal geomorphology, as well as environmental and human aspects affecting geomorphology.",https://www.sciencedirect.com/referencework/9780128182352/treatise-on-geomorphology,"2019-05-13 02:56:44 PM",Elsevier,,,,Yes,,"Earth & Environmental Sciences, Environmental Studies",,,0,No,No,No,,Yes,EIP,"LibApps, Asset Manager",OFF
5087655,"Treatise on Geophysics","The Treatise on Geophysics is the only comprehensive, state-of-the-art, and integrated summary of the present state of geophysics. Offering an array of articles from some of the top scientists around the world, this 11-volume work deals with all major parts of Solid-Earth Geophysics, including a volume on the terrestrial planets and moons in our solar system.",https://www.sciencedirect.com/science/referenceworks/9780444527486,"2014-09-18 11:39:07 AM",,Encyclopedias,,,Yes,,"Earth & Environmental Sciences",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
11453845,"Treatise on Geophysics 2nd ed","The Treatise on Geophysics, 2nd edition is the only comprehensive, state-of-the-art, and integrated summary of the present state of geophysics. Offering an array of articles from some of the top scientists around the world, this 11-volume work deals with all major parts of Solid-Earth Geophysics, including a volume on the terrestrial planets and moons in our solar system.",https://www.sciencedirect.com/science/referenceworks/9780444538031,"2015-05-28 04:44:21 PM",Elsevier,Encyclopedias,,,Yes,,"Earth & Environmental Sciences",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5058378,"Trip Database","Trip is a clinical search engine designed to allow users to quickly and easily find and use high-quality research evidence to support their practice and/or care.",https://www.tripdatabase.com/,"2014-09-16 03:26:36 PM",,"Research reports",,,No,,"Nursing & Health Sciences",,,0,No,No,No,,No,,"LibApps, Asset Manager",OFF
60679057,TrueFlix,"For grades 3 and up, the database offers dozens of units to supplement social studies and science core curricula learning. Included are beautiful, authentic ebooks are enhanced with a deep and diverse content in a variety of text types and media—including primary sources, fiction, videos, audio clips, images, and related websites.",https://digital.scholastic.com/site/launch/tfx?ucn=600006151,"2021-03-25 04:38:05 PM",,,,,Yes,,"Education K-12 curriculum",,,1,No,No,No,,No,ERC,"Hinson-Williams, Jessica",OFF
46777090,TumbleBooks,"The TumbleBook Library is an online collection of electronic childrens books accessible through the librarys website.  Animation, sound, music and narration are added to existing picture books to produce an electronic book which you can read, or have read to you.  The TumbleBook Library also includes chapter books in audio book and e-book formats, multi-cultural topics, foreign language and bilingual books, puzzles, and games.    Spelling, concentration, and fill-in-the blank games developed to reinforce young readers comprehension skills are also available.   Additionally, the language drop down menu allows you to view the entire website in Spanish or French.&quot;",https://www.tumblebooklibrary.com/auto_login.aspx?u=bostoncollege&p=reads,"2019-02-04 10:42:28 AM",,"E-book/Text collections",,"Tumble Book Library, TumbleBookLibrary",No,,"Education, Education K-12 curriculum",,,4,No,No,No,,No,ERCP,"Hinson-Williams, Jessica",OFF
46777155,TumbleMath,"One of the most effective ways to teach math concepts, especially to reluctant learners, is by using stories and literature. TumbleMath has the most comprehensive collection of math stories available anywhere- all in our world famous TumbleBook format which combines animation, narration, and sound to create a compelling and enticing story book for students of all ages.",https://www.tumblemath.com/autologin.aspx?U=bostoncollege&P=reads,"2019-02-04 10:44:03 AM",,"E-book/Text collections",,"Tumble Math",Yes,,"Education, Education K-12 curriculum",,,1,No,No,No,,No,ERCP,"Hinson-Williams, Jessica",OFF
5088465,"Twentieth Century Literary Criticism Online (LCO)","A subset of Literature Criticism Online, Twentieth-Century Literary Criticism provides substantial excerpts from significant criticism of the works of novelists, poets, playwrights, short story writers, and other creative writers who died between 1900 & 1999.",https://infotrac.galegroup.com/itweb/mlin_m_bostcoll?db=LCO,"2014-09-18 12:09:20 PM",Gale,Articles;Reviews,,,No,,"English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
79442830,"Twentieth Century Religious Thought","Trial through 02/28/2025

The leading scholarly and curated resource for the study of 20th century religious thinkers, Twentieth Century Religious Thought Library covers over 200 leading thinkers and writers, offering selections of foundational writings, contextual monographs, and archival content to scholars of interreligious studies.

Please send feedback to  jennifer.moran@bc.edu",https://trials.proquest.com/access?token=xONtOdhrAVXbyBduEvZHdKWAN,"2025-01-13 01:03:17 PM","Alexander Street Press",,,,No,,Theology,,,0,No,No,No,,Yes,TMLP,"Moran, Jennifer",OFF
80404757,"Twentieth Century Religious Thought, volume 1: Christianity","This database features over 150,000 pages of writings from important scholars in the area of Christianity, along with other complementary resources. Many scholars from underrepresented communities are included.",https://search.alexanderstreet.com/tcrt,"2025-04-01 03:50:06 PM","Alexander Street Press",,,,Yes,,Theology,,,2,No,No,No,,No,TMLP,"Moran, Jennifer",OFF
5088458,"Twentieth-Century African American Poetry","A database of modern and contemporary African-American poetry from the early twentieth century to the present.",https://www.proquest.com/lion/docview/2343198855?accountid=9673,"2014-09-18 12:09:05 PM",,"E-book/Text collections;Primary sources",,,No,,"African & African Diaspora Studies, English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5088462,"Twentieth-Century English Poetry","A collection of over 600 volumes of poetry from 1900 to the present day. Poets include W.B. Yeats, Rudyard Kipling, Thomas Hardy, Wilfred Owen, Thom Gunn, Fleur Adcock, Paul Muldoon, Tony Harrison, Benjamin Zephaniah and Carol Ann Duffy, and incorporate the poets in The Faber Poetry Library.",https://www.proquest.com/20ep/advanced?accountid=9673,"2014-09-18 12:09:15 PM",,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
1589439,"U.S. Declassified Documents","Selected US government documents declassified under the Freedom of Information Act obtained from presidential libraries. Documents originate from government agencies, such as White House, the CIA, the FBI, and the State Department. Covers major domestic and international events of the post-World War II era.  This database was formerly known as the Declassified Documents Reference System.",https://gdc.galegroup.com/gdc/artemis?p=USDD&u=mlin_m_bostcoll,"2014-06-09 11:29:00 PM",Gale,"Primary sources;Government information",,,No,,"International Studies, Political Science & Government",,,6,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
52169545,"U.S. Declassified Documents Online (Gale Primary Sources)","Collection provides access to over 750,000 pages of government documents from 1900 to 2008. Covering major policy issues from the period before the World War II into the twenty-first century, the archive serves as a convenient source for documents from government departments including Defense; State; Treasury; CIA; and the White House. U.S. Declassified Documents Online supports the study of history, politics, international relations, and journalism, among other fields.",https://go.gale.com/ps/start.do?p=USDD&u=mlin_m_bostcoll,"2020-02-04 01:51:00 PM",Gale,,,,No,,"History, International Studies, Political Science & Government",,,11,No,No,No,,No,"Umbrella title;HIP","Scheopner, Erin Kate",OFF
17777180,"U.S. Intelligence on the Middle East, 1945-2009","U.S. intelligence communitys spying and analytic efforts in the Arab world, including the Middle East, the Near East, and North Africa. It covers the time period from the end of World War II to the present day, up until the 2002-2003 Iraqi Weapons of Mass Destruction (WMD) assessments, the Global War on Terror, the Iraq War, and Irans nuclear program.",https://primarysources.brillonline.com/browse/us-intelligence-on-the-middle-east,"2015-12-02 07:53:27 AM",Brill,"Primary sources",,,Yes,,"Islamic Civilization & Societies, Political Science & Government",,,5,No,No,No,,No,,"LibApps, Asset Manager",OFF
48437461,"U.S. Northeast Collection (Historical Newspapers)","Backfiles of northeast regional papers including the New York Daily News, Philadelphia Daily News, and The News Journal.",https://search.proquest.com/hnpusne?accountid=9673,"2019-05-28 04:35:34 PM",Proquest,"Articles;Historical newspapers",,"Proquest Historical Newspapers: Northeast Regional",No,,,,,27,No,No,No,,No,NEWS,"Homzie, Leslie",OFF
1589222,"Ulrichsweb Global Serials Directory","Includes Ulrich's International Periodicals Directory, Irregular Serials and Annuals, and Ulrich's Update from information received from over 65,000 serials publishers.",https://ulrichsweb.serialssolutions.com/,"2014-06-09 04:39:41 PM",Proquest,Bibliographies,,,Yes,,Reference,,,17,No,No,No,,No,,"Lyman, Theresa",OFF
1589221,UNdata,"An integrated search portal for selected free international statistics from the World Bank, World Development Indicators (WDI), Global Development Finance (GDF), International Monetary Fund (IMF), UNESCO and other organizations. It includes a large number of economic and social indicators for 274 countries and areas.",https://data.un.org/,"2014-06-09 04:39:24 PM",,Data/statistics,,,No,,"Data Services, Economics, International Studies",,,24,No,No,No,,No,,"LibApps, Asset Manager",OFF
15175298,"UNIDO Statistics","The UNIDO Industrial Statistics Database at the 4-digit level of ISIC (INDSTAT4) contains highly disaggregated data on the manufacturing sector for the period 1990 onwards. Information is presented by country, year and industry, and covers: output, value-added, wages and salaries, gross fixed capital formation, production indexes, number of establishments, employment, and females employed.",https://stat.unido.org/,"2015-08-19 03:03:03 PM",,,,,Yes,,"Data Services",,,0,No,No,No,,No,,"LibApps, Asset Manager",OFF
45370902,"United Nations Commodity Trade Statistics Database (UN Comtrade)","Detailed global trade data. UN Comtrade is a repository of official international trade statistics and relevant analytical tables.",https://comtrade.un.org,"2018-11-05 11:48:03 AM",,Data/statistics,,,Yes,,"Data Services, Economics",,,4,No,No,No,,Yes,ECP,"LibApps, Asset Manager",OFF
5078488,"United Nations Treaty Collection","This free site contains the text of treaties appearing in the United Nations Treaty Series, as well as information on the current status of the treaties.",https://treaties.un.org/,"2014-09-17 03:31:44 PM",,,,,No,,Law,,,2,No,No,No,,No,,"Libraries, Boston College",OFF
1589518,"US Congressional Serial Set","A full text searchable collection of sources on all aspects of U.S. history compiled by Congress in numbered sequence (hence its name the Serial Set), including government reports, journals, hearings, messages, petitions, resolutions, monographs, treaties, presidential communications, maps and so forth from 1817 to 1980. Also includes the full text of the American State Papers (1789-1838).",https://infoweb.newsbank.com/?db=SERIAL,"2014-06-09 11:56:32 PM",Readex,"Primary sources;Government information",,,Yes,,"Economics, History, Law, Political Science & Government",,,13,No,No,No,,No,,"LibApps, Asset Manager",OFF
1589171,"Value Line Research Center","Limited to 3 simultaneous users  Provides access to Value Line's publications covering stocks, mutual funds, options and convertible securities.  Older issues on microfiche (O'Neill Microforms HG4501. V26).",https://research.valueline.com/secure/research,"2014-06-09 03:09:57 PM",,Data/statistics,,Valueline,Yes,,"Business, Data Services, Economics",,,13,No,No,No,,No,MGP,"Williams, Adam",OFF
1589142,"Vanderbilt Television News Archive","Index of national network television news programs 1968-present. Streaming access for NBC broadcasts 1968-present and some CNN broadcasts 1995-present. Requests for other broadcasts can be made through Interlibrary Loan.",https://tvnews.vanderbilt.edu/,"2011-01-06 11:20:03 AM",,"Multimedia;Primary sources;Streaming Video",,,Yes,,History,,,47,No,No,No,,No,HIP,"Libraries, Boston College",OFF
61462069,"Vanity Fair Magazine Archive","Coverage includes the years 1913-1936, and from 1983-2015. Vanity Fair covers popular culture, fashion, celebrity culture, politics, and more.","https://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=vfa&authtype=ip,shib&custid=s4194587","2021-05-12 05:00:56 PM",EBSCO,,,,No,,"Communication, History",,,1,No,No,No,,No,CM,"Homzie, Leslie",OFF
41256129,"Vetus Latina","Also known as the Old Latin Bible. A compilation of Latin translations of Biblical texts which do not appear in the Vulgate Bible, assembled mostly from references in the Church Fathers.",https://apps.brepolis.net/vld/Default.aspx,"2018-04-05 08:47:38 AM",Brepols,,,,Yes,,Theology,,,0,No,No,No,,No,THP,"Strauber, Chris",OFF
5058379,"Virginia Henderson International Nursing Library (Sigma Theta Tau)","The Nursing Knowledge Registry is an electronic research resource that is maintained by Sigma Theta Tau International, the International Honor Society of Nursing. The Registry contains biographical data about nurse researchers, their research programs and studies, and results of their studies. It is constructed from data contributed by the Nurse Researchers themselves, including abstracts and information about related studies (projects, programs). It currently contains almost 10,000 studies.",https://proxy.bc.edu/login?url=http://www.nursinglibrary.org/vhl/,"2014-09-16 03:26:37 PM",,"Research reports",,,No,,"Nursing & Health Sciences",,,1,No,No,No,,No,,"LibApps, Asset Manager",OFF
5075971,VitalLaw,"VitalLaw is a comprehensive collection of legal content in many subject areas, including labor and employment, securities, taxation, environmental law, banking, and many more. Primary sources, secondary sources, law practice materials, and indexes are included. Researchers can select individual sources to search, or can search across all content.",https://proxy.bc.edu/login?url=https://my.vitallaw.com,"2014-09-17 01:08:33 PM",CCH,,,"Formerly Cheetah",No,,"Business, Law",,,7,No,No,No,,No,,"Williams, Adam",OFF
5088466,"Vogue Archive","A complete searchable archive of American Vogue, from the first issue in 1892 to the current month, reproduced in high-resolution color page images. Every page, advertisement, cover and fold-out has been included, with rich indexing enabling you to find images by garment type, designer and brand names. The Vogue Archive preserves the work of the world's greatest fashion designers, stylists and photographers and is a unique record of American and international fashion, culture and society from the dawn of the modern era to the present day.",https://search.proquest.com/vogue/advanced?accountid=9673,"2014-09-18 12:09:26 PM",Proquest,Articles,,,No,,"Art & Architecture, Gender Studies",,,30,No,No,No,,No,,"LibApps, Asset Manager",OFF
5086698,"Voltaire Electronic","Based upon the Voltaire Foundation Oxford edition of the Complete works of Voltaire (edited by T. Besterman et al.), this database includes all of Voltaire's literary works, searchable by keyword, title, literary form, and date of edition. Texts which have not yet been published in the Complete works are drawn either from the original sources or from the nineteenth-century Moland edition of Voltaire's works.",https://efts.lib.uchicago.edu/efts/VOLTAIRE/restricted/search.form.html,"2014-09-18 10:48:18 AM",,"E-book/Text collections",,,Yes,,"Romance Languages & Literatures",,,0,No,No,No,,No,,"Busenbark, Lawrence",OFF
5088468,"W.B. Yeats Collection","The W.B. Yeats Collection contains the major work of W.B. Yeats in all genres, including poetry, plays, criticism and fiction, collected in 22 volumes. The entire text of each work has been included. Any accompanying text written by the author and forming an integral part of the work has been keyed. Indexes of titles and first lines have been excluded. Any images appearing in the text have been included.",https://www.proquest.com/yeatscollection?accountid=9673,"2014-09-18 12:09:31 PM",,"E-book/Text collections;Primary sources",,,Yes,,"English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
43079111,"Wall Street Journal","Full access to wsj.com.  Provides same day access and a four year archive. 
Access Requirements: You must create a personal account using your Boston College email address.",https://partner.wsj.com/partner/bostoncollege,"2018-07-16 10:25:51 AM",,News,,,No,,,,,29,No,No,No,,No,MGP,"eResources account, Library",OFF
1589219,"Wall Street Journal (Historical Newspapers)","Available from 1889. Most recent 18 years not available.  Searchable full text images.",https://search.proquest.com/hnpwallstreetjournal/advanced?accountid=9673,"2014-06-09 04:37:59 PM",Proquest,"News;Historical newspapers",,,No,,Business,,,9,No,No,No,,No,NEWS,"Williams, Adam",OFF
51763281,"Washington Post","Full-text access to the national and world news provided by The Washington Post with coverage on a rolling basis for the previous 15 years.",https://libguides.bc.edu/wapo,"2020-01-13 11:42:38 AM",,,,,No,,"Communication, Interdisciplinary",,,22,No,No,No,,No,CMP,"eResources account, Library",OFF
1589143,"Washington Post (Historical Newspapers)","Available from 1877. Most recent 17 years not available.
 Searchable full text images. Search BC catalog for more recent coverage.",https://search.proquest.com/hnpwashingtonpost/advanced?accountid=9673,"2011-01-06 11:20:03 AM",Proquest,"News;Primary sources;Historical newspapers",,,No,,"History, Political Science & Government",,,10,No,No,No,,No,HIP,"Libraries, Boston College",OFF
5088470,"Waterloo Directory of English Newspapers and Periodicals, 1800 - 1900 (Series 2)","The Waterloo Directory of English Newspapers and Periodicals: 1800-1900 (Series 2) provides access to information about thousands of newspapers and periodicals published in England between January 1, 1800 and December 31, 1900. The database consolidates information from many thousands of secondary sources, including scholarly resources for press historians and innumerable reference works on the history of Great Britain. Additionally, the Directory includes digital images of title pages for numerous Victorian periodicals.",https://www.victorianperiodicals.com/series2,"2014-09-18 12:09:36 PM",,"Historical newspapers",,,Yes,,History,,,35,No,No,No,,No,HIP,"Scheopner, Erin Kate",OFF
1589148,"Web of Science","Web of Science  is a large database, indexing high quality journals and conference proceedings in the sciences, social sciences and humanities and providing detailed citation analysis and citation searching, It covers from 1900 to the present, and is global in scope.",http://www.webofknowledge.com/?auth=ShibbolethIdPForm&&entityID=https://idp.bc.edu/openathens&target=https%253A%252F%252Fwww.webofknowledge.com%252F%253FDestApp%253DWOS&ShibFederation=OpenAthensFederation&DestApp=WOS,"2011-01-06 11:20:03 AM",Clarivate,Articles,,,No,,"Biology, Chemistry, Computer Science, Earth & Environmental Sciences, Economics, Engineering, Environmental Studies, Interdisciplinary, International Studies, Mathematics, Physics, Political Science & Government",,,157,No,No,No,,No,,"LibApps, Asset Manager",OFF
58845714,"West India History, Heritage and Culture","West India Committees (UK registered charity) online portal for West Indian History, Heritage and Culture collection contains over 500 years of knowledge on the Caribbean and matters relating to the Caribbean. Digital facsimiles of parts of the collection are available in the archive, including handbooks, reports, meeting minutes, treatises, newspaper cuttings, and more. Emphasis on 18th to early 20th centuries including WWI.",https://westindiacommittee.org/historyheritageculture,"2020-12-02 01:12:07 PM",,,,,No,,"African & African Diaspora Studies, History, Latin American Studies",,,1,No,No,No,,No,"Free database requested by B. Lehman","Scheopner, Erin Kate",OFF
30166850,"Wiley Blackwell History of American Film","Wiley-Blackwell History of American Film provides a chronological portrait of American film history from its origins to the present day.",https://onlinelibrary.wiley.com/book/10.1002/9780470671153/toc,"2017-03-13 10:29:23 AM",Wiley,,,,Yes,,"Film Studies",,,1,No,No,No,,No,,"Bogdanovsky, Nina",OFF
69371716,"Wiley Digital Archives: Environmental Science and History","Trial through 12/9/2022

This new collection will focus on the critical aspects of environmental science, history, and anthropogenic change and will include unique and rare archival collections from multiple global sources.

Please send feedback to  Enid Karr",https://app.wileydigitalarchives.com/,"2022-11-07 10:10:43 AM",Wiley,,,,Yes,,"Environmental Studies",,,0,No,No,No,,Yes,EIP,"LibApps, Asset Manager",OFF
5075872,"Wiley Online Library (includes Blackwell Reference Online)","Full-text access to Wiley journals and books. Covers business & economics, history, language & linguistics, literature & cultural studies, philosophy & religion, and sociology and psychology. Includes the Blackwell Companions and Handbooks, dictionaries, encyclopedias and concise companions.",https://onlinelibrary.wiley.com/,"2014-09-17 01:03:15 PM",Wiley,"Articles;E-book/Text collections;Encyclopedias",,,Yes,,"Chemistry, Physics, Reference",,,33,No,No,No,,No,,"LibApps, Asset Manager",OFF
59170710,"Witchcraft in Europe and America","This Archives Unbound (Gale) collection contains the earliest texts in this comprehensive collection on witchcraft date from the 15th century and the latest are from the early 20th century. The majority of the material concerns the 16th to 18th centuries, the so-called &quot;classic period.&quot; In addition to these classic texts, the collection includes anti-persecution writings, works by penologists, legal and church documents, exposs of persecutions, and philosophical writings and transcripts of trials and exorcisms. Content in English, French, Dutch, Latin, German, and other European languages.",https://link.gale.com/apps/collection/3FIT/GDSC?u=mlin_m_bostcoll&sid=GDSC,"2020-12-22 04:51:05 PM",Gale,,,,No,,"Gender Studies, History",,,1,No,No,No,,No,"Component title of Archives Unbound","Scheopner, Erin Kate",OFF
5087572,"Women and Social Movements in the United States 1600-2000","Primary documents covering U.S. history and women in social movements in the U.S. between 1700 and 2000. Contains document projects that interpret and present documents, most of which are not otherwise available online. Each document project poses an interpretive question and provides a collection of documents that address the question.",https://search.alexanderstreet.com/wass,"2014-09-18 11:33:40 AM","Alexander Street Press","Articles, E-book/Text collections, Primary sources",,"17th Century; 18th Century; 19th Century; 20th Century",Yes,,"Gender Studies, History, Sociology & Anthropology",,,15,No,No,No,,No,WSP,"Homzie, Leslie",OFF
46192372,"Women and Social Movements International - 1840 to Present","Primary source material focusing on women's international activism since the mid-nineteenth century with content from international agencies like the United Nations, Women's Africa Committee as well as from national agencies with emphasis on the U.S., U.K., and India. Includes proceedings of women's international conferences, books, pamphlets, articles from newspapers and journals, as well as diary entries, and memoirs.",https://search.alexanderstreet.com/wasi,"2019-01-02 02:27:37 PM","Alexander Street Press","Primary sources",,,Yes,,"Gender Studies, History, Political Science & Government",,,15,No,No,No,,No,WSP,"Homzie, Leslie",OFF
